"X","title","console","genre","critic_score","total_sales"
5224,"NASCAR 2011: The Game","X360","Racing",6,0.31
5226,"Cart World Series","PS","Racing",7,0.3
5228,"Monster Truck Madness 64","N64","Racing",5.5,0.3
5230,"The King of Fighters XIII","PS3","Fighting",7.8,0.3
5231,"Ehrgeiz","PS","Fighting",6.7,0.3
5233,"PowerUp Heroes","X360","Fighting",4,0.3
5235,"Radiant Historia","DS","Role-Playing",8.5,0.3
5237,"Capcom Classics Collection Remixed","PSP","Misc",7.7,0.3
5238,"Guitar Hero: Van Halen","X360","Misc",6.2,0.3
5239,"Def Jam Rapstar","X360","Misc",7.4,0.3
5245,"FIFA 15","PC","Sports",7,0.3
5248,"Madagascar","DS","Platform",6.3,0.3
5252,"Dynasty Warriors 6","X360","Action",6.2,0.3
5256,"Looney Tunes: Duck Amuck","DS","Action",6.4,0.3
5260,"Fist of the North Star: Ken's Rage 2","PS3","Action",5,0.3
5271,"Tom Clancy's Splinter Cell 3D","3DS","Action",8,0.3
5272,"Chaos Legion","PS2","Action",6.2,0.3
5274,"Resident Evil Archives: Resident Evil","Wii","Action",7.6,0.3
5282,"NBA Live 2003","GC","Sports",8.4,0.3
5284,"Finding Nemo: The Continuing Adventures","GBA","Action",8,0.3
5286,"Batman: The Brave and the Bold the Videogame","DS","Action",7.5,0.3
5287,"Contra 4","DS","Shooter",8.1,0.3
5294,"Rayman 2: Revolution","PS2","Platform",8.7,0.3
5295,"Dragon Force","SAT","Strategy",9,0.3
5296,"Full Spectrum Warrior","PS2","Strategy",8.5,0.3
5298,"Sing Party","WiiU","Party",6.8,0.3
5299,"N3: Ninety-Nine Nights","X360","Action",6.3,0.3
5300,"MySims SkyHeroes","Wii","Action",6.4,0.3
5301,"Monopoly for Nintendo Switch","NS","Board Game",5.3,0.3
5302,"F1 2013","X360","Racing",7.9,0.3
5315,"Syphon Filter: Dark Mirror","PSP","Shooter",8.5,0.3
5319,"Shaun White Snowboarding: World Stage","Wii","Sports",7.2,0.3
5322,"Lumines ll","PSP","Puzzle",8,0.3
5338,"Magna Carta 2","X360","Role-Playing",6.6,0.3
5340,"Crazy Taxi: Catch a Ride","GBA","Racing",4.8,0.3
5347,"Burnout","GC","Racing",7.7,0.3
5353,"Sonic Boom: Shattered Crystal","3DS","Platform",3.8,0.29
5357,"Rock Revolution","X360","Misc",3.6,0.29
5361,"Assassin's Creed IV: Black Flag","WiiU","Action-Adventure",8.5,0.29
5363,"NBA Live 06","X360","Sports",6.5,0.29
5372,"Ever Oasis","3DS","Role-Playing",8.1,0.29
5373,"Grandia II","PS2","Role-Playing",7.4,0.29
5378,"NieR","X360","Role-Playing",6.4,0.29
5379,"Atelier Iris 3: Grand Phantasm (US Sales)","PS2","Role-Playing",6.1,0.29
5380,"The Lord of the Rings: The Third Age","GC","Role-Playing",7.9,0.29
5381,"Sakura Wars: So Long, My Love","PS2","Role-Playing",8.8,0.29
5383,"Overcooked! 2","NS","Simulation",8.4,0.29
5384,"The Sims 2","PC","Simulation",8.9,0.29
5388,"Glory of Heracles","DS","Role-Playing",6.8,0.29
5389,"X-Men Legends II: Rise of Apocalypse","PSP","Role-Playing",8.5,0.29
5392,"Harvest Moon: Magical Melody","Wii","Simulation",6.3,0.29
5393,"Ace Combat: Joint Assault","PSP","Simulation",7,0.29
5395,"Trauma Center: New Blood","Wii","Simulation",7.5,0.29
5403,"Duel Masters: Sempai Legends","GBA","Misc",7.1,0.29
5410,"The Golden Compass","PS3","Adventure",4.3,0.29
5417,"The Legend of Legacy","3DS","Role-Playing",6,0.29
5424,"Zoo Tycoon 2 DS","DS","Strategy",6.9,0.29
5426,"Phoenix Wright: Ace Attorney: Spirit of Justice","3DS","Adventure",8.1,0.29
5428,"Up","X360","Adventure",6.5,0.29
5430,"Majin and the Forsaken Kingdom","PS3","Adventure",7,0.29
5435,"The BIGS 2","Wii","Sports",6.3,0.29
5443,"Feel the Magic XY/XX","DS","Puzzle",7.7,0.29
5445,"Dead Rising: Chop Till You Drop","Wii","Action",6.7,0.29
5448,"Prince of Persia: Rival Swords","Wii","Action",7,0.29
5451,"Sengoku Basara: Samurai Heroes","Wii","Action",6,0.29
5452,"Warriors Orochi 2","PSP","Action",5.3,0.29
5453,"Spider-Man: Friend or Foe","X360","Action",5.9,0.29
5456,"Dynasty Warriors: Strikeforce","PS3","Action",6.8,0.29
5457,"Kenka Bancho: Badass Rumble","PSP","Action",7,0.29
5458,"Trace Memory","DS","Adventure",6.5,0.29
5462,"Just Dance 2017","NS","Music",6.5,0.29
5469,"Rayman 3: Hoodlum Havoc","PS2","Platform",7.4,0.29
5472,"Spyro: A Hero's Tail","GC","Platform",6.4,0.29
5473,"Earthworm Jim","GBA","Platform",7.2,0.29
5478,"Turning Point: Fall of Liberty","X360","Shooter",4.3,0.29
5481,"FlatOut: Head On","PSP","Racing",7.3,0.29
5488,"Call of Juarez: The Cartel","PS3","Shooter",5.4,0.29
5490,"Wanted: Weapons of Fate","PS3","Shooter",6.2,0.29
5493,"MLB Power Pros","Wii","Sports",8.5,0.29
5496,"The Chronicles of Riddick: Assault on Dark Athena","X360","Shooter",8.2,0.29
5497,"Forsaken 64","N64","Shooter",8.3,0.29
5501,"Siren: Blood Curse","PS3","Action-Adventure",8.3,0.28
5502,"Patapon 3","PSP","Platform",7.4,0.28
5504,"Rhythm Thief & the Emperor's Treasure","3DS","Misc",7.5,0.28
5510,"ExciteBots: Trick Racing","Wii","Racing",7.7,0.28
5515,"Disney's Extreme Skate Adventure","GBA","Sports",6.6,0.28
5517,"Rugby World Cup 2011","X360","Sports",4.8,0.28
5525,"FIFA 07 Soccer","X360","Sports",7.1,0.28
5534,"WarioWare Gold","3DS","Misc",8.1,0.28
5535,"Guitar Hero: Van Halen","Wii","Misc",5,0.28
5538,"Guitar Hero: Van Halen","PS3","Misc",6.2,0.28
5541,"Darksiders","PS3","Action",7.8,0.28
5542,"Medieval Moves: Deadmund's Quest","PS3","Action",7,0.28
5543,"SAW","X360","Action",6.2,0.28
5546,"Assassin's Creed II: Discovery","DS","Platform",7.3,0.28
5550,"Transformers: Dark of the Moon","X360","Action",6.5,0.28
5554,"Civilization II","PS","Strategy",8.2,0.28
5558,"Batman: The Brave and the Bold the Videogame","Wii","Action",7.5,0.28
5560,"Disney's Treasure Planet","GBA","Action",6.3,0.28
5568,"El Shaddai: Ascension of the Metatron","PS3","Action",8,0.28
5570,"Bladestorm: The Hundred Years' War","PS3","Action",5.8,0.28
5572,"Star Trek Bridge Crew","PS4","Action",6.8,0.28
5574,"Pac-Man Fever","GC","Misc",5.1,0.28
5579,"Operation Flashpoint: Red River","X360","Shooter",7,0.28
5589,"Dead to Rights: Retribution","PS3","Shooter",6,0.28
5594,"MLB 07: The Show","PSP","Sports",8.1,0.28
5609,"Carol Vorderman's Sudoku","PS2","Puzzle",7.4,0.28
5613,"The Warriors","PSP","Action",8.1,0.28
5615,"The Binding of Isaac: Afterbirth+","NS","Action",9,0.28
5616,"Gundam Versus","PS4","Action",7.3,0.28
5618,"Over the Hedge","DS","Platform",7.1,0.28
5619,"Pirates of the Caribbean: Dead Man's Chest","PSP","Adventure",4.3,0.28
5620,"Dragon Ball GT: Transformation","GBA","Action",7.7,0.28
5623,"SimCity 4","PC","Simulation",8.7,0.28
5624,"EyePet","PSP","Simulation",4.9,0.28
5625,"Armored Core: Project Phantasma","PS","Simulation",7.2,0.28
5628,"Final Fantasy VI Advance","GBA","Role-Playing",9.1,0.28
5630,"Wild ARMs 5","PS2","Role-Playing",7.5,0.28
5632,"Etrian Mystery Dungeon","3DS","Role-Playing",7.6,0.28
5633,"Mass Effect 3","WiiU","Role-Playing",9.2,0.28
5634,"Shadow Hearts","PS2","Role-Playing",7,0.28
5639,"Dead or Alive","PS","Fighting",8.3,0.28
5644,"Kung Fu Chaos","XB","Fighting",7,0.28
5645,"Godzilla: Domination!","GBA","Fighting",4.7,0.28
5646,"Virtua Fighter 5 Online","X360","Fighting",9.2,0.28
5651,"Madagascar","XB","Platform",6.8,0.28
5653,"Mega Man ZX","DS","Platform",8.1,0.28
5656,"Ice Age: Dawn of the Dinosaurs","Wii","Platform",7.2,0.28
5657,"Castlevania: Aria of Sorrow","GBA","Platform",8.8,0.28
5660,"DeathSmiles","X360","Shooter",8,0.28
5661,"Mister Mosquito","PS2","Shooter",6.6,0.28
5664,"World of Tanks","PC","Shooter",7.8,0.28
5666,"Need for Speed: Most Wanted (2012)","WiiU","Racing",8.4,0.28
5668,"Corvette","GBA","Racing",4.9,0.28
5676,"Baten Kaitos: Eternal Wings and the Lost Ocean","GC","Role-Playing",8.2,0.27
5680,"NHL 07","X360","Sports",8,0.27
5681,"NHL 2K11","Wii","Sports",6.3,0.27
5689,"NFL Street 3","PSP","Sports",6.7,0.27
5697,"Dragon Ball Z: Tenkaichi Tag Team","PSP","Fighting",6,0.27
5715,"Lightning Returns: Final Fantasy XIII","X360","Misc",6.4,0.27
5718,"Metal Gear Solid V: Ground Zeroes","XOne","Action-Adventure",7.7,0.27
5720,"Batman: Arkham Origins Blackgate","3DS","Action-Adventure",7,0.27
5725,"Ty the Tasmanian Tiger","GC","Platform",7.1,0.27
5735,"Brain Age: Concentration Training","3DS","Misc",7.5,0.27
5743,"Pac-Pix","DS","Puzzle",6.8,0.27
5748,"Disney's Chicken Little","GC","Platform",7,0.27
5749,"Skylanders SWAP Force","3DS","Platform",7.7,0.27
5753,"Ratatouille","X360","Platform",5.3,0.27
5755,"Transformers: Cybertron Adventures","Wii","Action",3.7,0.27
5762,"Dead Rising 2: Off the Record","X360","Action",7.6,0.27
5763,"Iron Man 2","X360","Action",5.1,0.27
5765,"Shadows of the Damned","PS3","Action",7.9,0.27
5776,"Call of Juarez: The Cartel","X360","Shooter",5.2,0.27
5790,"Plants vs. Zombies","X360","Strategy",8.9,0.27
5791,"R.U.S.E.","X360","Strategy",8,0.27
5796,"The Club","X360","Shooter",7.5,0.27
5798,"Gun","X360","Shooter",7.5,0.27
5802,"Section 8","X360","Shooter",7.1,0.27
5806,"NBA Live 2004","GC","Sports",8.4,0.27
5811,"The Sims 2: Pets","GC","Simulation",6.9,0.27
5812,"America's Test Kitchen: Let's Get Cooking","DS","Simulation",8.5,0.27
5816,"The World Ends with You: Final Remix","NS","Role-Playing",7.4,0.27
5820,"Suikoden Tierkreis","DS","Role-Playing",7.7,0.27
5822,"Etrian Odyssey V: Beyond the Myth","3DS","Role-Playing",7.9,0.27
5825,"Dragon Age Origins: Awakening","PS3","Role-Playing",8.3,0.27
5827,"Alundra 2: A New Legend Begins","PS","Role-Playing",7.1,0.27
5834,"Tiger Woods PGA Tour 07","PSP","Sports",7.6,0.27
5836,"NASCAR 2011: The Game","PS3","Racing",6,0.27
5846,"MLB 09: The Show","PSP","Sports",8.8,0.27
5851,"Peter Jackson's King Kong: The Official Game of the Movie","X360","Action",7.9,0.26
5852,"Indiana Jones and the Staff of Kings","PSP","Action",7.4,0.26
5853,"The Adventures of Jimmy Neutron Boy Genius vs. Jimmy Negatron","GBA","Action",6,0.26
5856,"Spider-Man: Web of Shadows","PS3","Action",6.9,0.26
5857,"Nightmare Creatures","N64","Action",7.1,0.26
5860,"The Incredible Hulk","PS3","Action",5.6,0.26
5864,"ATV: Quad Power Racing","GBA","Racing",5.5,0.26
5868,"Formula One 2001","PS2","Racing",7,0.26
5876,"MVP Baseball 2004","GC","Sports",8.9,0.26
5883,"Major League Baseball 2K10","Wii","Sports",5,0.26
5890,"All-Pro Football 2K8","X360","Sports",7.5,0.26
5899,"NCAA Gamebreaker","PS","Sports",6.3,0.26
5916,"Batman: Vengeance","GC","Adventure",7,0.26
5919,"Petz: Crazy Monkeyz","Wii","Simulation",3.5,0.26
5920,"Star Wars Episode I: Battle for Naboo","N64","Simulation",8.5,0.26
5933,"Dungeons & Dragons: Eye of the Beholder","GBA","Role-Playing",4.8,0.26
5934,"Etrian Odyssey: Millennium Girl","3DS","Role-Playing",8.1,0.26
5935,"Etrian Odyssey II: Heroes of Lagaard","DS","Role-Playing",8.4,0.26
5936,"King's Field II","PS","Role-Playing",7.3,0.26
5939,"Stella Glow","3DS","Role-Playing",7.5,0.26
5942,"Armored Core: Master of Arena","PS","Simulation",7.2,0.26
5946,"Final Fantasy V Advance","GBA","Role-Playing",8.2,0.26
5954,"Tropico 4","PC","Strategy",7.9,0.26
5955,"R.U.S.E.","PC","Strategy",8,0.26
5963,"Bust A Groove 2","PS","Misc",7,0.26
5964,"Metroid Prime Pinball","DS","Misc",7.6,0.26
5967,"TV Superstars","PS3","Misc",6.2,0.26
5972,"Castlevania: Harmony of Dissonance","GBA","Platform",8.6,0.26
5975,"Rayman DS","DS","Platform",5.4,0.26
5977,"Tomba!","PS","Platform",8.6,0.26
5978,"Hey Arnold! The Movie","GBA","Platform",5.5,0.26
5979,"Polarium","DS","Puzzle",7.6,0.26
5980,"Armorines: Project S.W.A.R.M.","N64","Shooter",6.2,0.26
5983,"Resident Evil: Revelations","X360","Shooter",7.4,0.26
5984,"Legendary","X360","Shooter",4,0.26
5987,"The House of the Dead 2","DC","Shooter",7.5,0.26
5988,"Panzer Dragoon Orta","XB","Shooter",8.8,0.26
6002,"Tom Clancy's Splinter Cell: Double Agent","PS3","Action",8.3,0.26
6007,"Resident Evil: Deadly Silence","DS","Action",6.7,0.26
6008,"Frogger's Journey: The Forgotten Relic","GBA","Action",5,0.26
6010,"Deadly Premonition","X360","Action",6,0.26
6011,"Superman Returns","X360","Action",5,0.26
6014,"LEGO Star Wars III: The Clone Wars","PC","Action",7.6,0.25
6016,"Teen Titans","PS2","Action",6.6,0.25
6018,"Ice Age 2: The Meltdown","GBA","Platform",5,0.25
6019,"Sonic Boom: Fire & Ice","3DS","Platform",6.9,0.25
6026,"Ace Combat: Assault Horizon Legacy","3DS","Simulation",7,0.25
6030,"Spelling Challenges and more!","PSP","Misc",4.5,0.25
6035,"Armored Core 4","X360","Simulation",6.5,0.25
6040,"WipEout XL","PS","Racing",8.8,0.25
6041,"NASCAR 09","X360","Racing",7.1,0.25
6054,"Pro Evolution Soccer 2014","X360","Sports",7.9,0.25
6056,"Crash Tag Team Racing","PSP","Racing",6.3,0.25
6057,"MotoGP '07","X360","Racing",7.7,0.25
6062,"Bomberman Tournament","GBA","Puzzle",8.8,0.25
6063,"Don King Presents: Prizefighter","X360","Sports",4,0.25
6065,"F1 2015","XOne","Racing",5.7,0.25
6072,"Def Jam Vendetta","GC","Fighting",8.8,0.25
6075,"UEFA Euro 2008 Austria-Switzerland","PSP","Sports",6.9,0.25
6077,"Dead or Alive Xtreme 2","X360","Sports",5.3,0.25
6081,"Cars","X360","Racing",7,0.25
6084,"College Hoops 2K6","PS2","Sports",8.3,0.25
6086,"Prison Break: The Conspiracy","PS3","Adventure",3.3,0.25
6097,"LEGO The Hobbit","3DS","Action-Adventure",7,0.25
6098,"Spirit Camera: The Cursed Memoir","3DS","Action-Adventure",5.7,0.25
6103,"Hunted: The Demon's Forge","PS3","Role-Playing",6.1,0.25
6107,"Disgaea 2: Dark Hero Days","PSP","Role-Playing",8.1,0.25
6108,"Hybrid Heaven","N64","Role-Playing",7,0.25
6109,"The Elder Scrolls IV: Oblivion","PC","Role-Playing",9.2,0.25
6110,"NBA Courtside 2002","GC","Sports",7.6,0.25
6118,"Mega Man Legacy Collection 1+2","NS","Platform",8.5,0.25
6119,"Billy Hatcher and the Giant Egg","GC","Platform",7.3,0.25
6128,"Far Cry: Primal","PC","Action-Adventure",8,0.25
6129,"Bomberman Generation","GC","Adventure",8.4,0.25
6147,"Crusaders of Might and Magic","PS","Role-Playing",6,0.25
6149,"Final Fantasy Crystal Chronicles: Echoes of Time","Wii","Role-Playing",6.9,0.25
6151,"Blaster Master: Blasting Again","PS","Shooter",7.7,0.25
6152,"Medal of Honor European Assault","GC","Shooter",7.9,0.25
6154,"The Outfit","X360","Action",7,0.25
6156,"Ed, Edd n Eddy: The Mis-Edventures","GC","Platform",4.6,0.25
6159,"The Chronicles of Riddick: Assault on Dark Athena","PS3","Shooter",8,0.25
6163,"Game & Wario","WiiU","Party",6.2,0.25
6165,"Spider-Man: Edge of Time","X360","Action",5.8,0.25
6167,"Final Fantasy XI: Chains of Promathia","PS2","Role-Playing",7.3,0.25
6169,"Butt Ugly Martians: B.K.M. Battles","GBA","Action",6,0.25
6172,"Sid Meier's Civilization VI","NS","Strategy",9.4,0.25
6180,"Spider-Man: Web of Shadows","Wii","Action",6,0.25
6189,"Grandia","PS","Role-Playing",8.4,0.25
6192,"X-Men Legends II: Rise of Apocalypse","GC","Role-Playing",8.2,0.25
6211,"Driver '76","PSP","Racing",5.5,0.24
6216,"MX vs. ATV Reflex","PSP","Racing",5.3,0.24
6219,"Spawn the Eternal","PS","Action",1.9,0.24
6220,"Peter Jackson's King Kong: The Official Game of the Movie","GC","Action",8.1,0.24
6221,"X-Men: Destiny","PS3","Action",5.1,0.24
6222,"Ar tonelico Qoga: Knell of Ar Ciel","PS3","Role-Playing",7,0.24
6227,"Broken Sword: Shadow of the Templars - The Director's Cut","Wii","Adventure",7.5,0.24
6229,"A Way Out","XOne","Action",8.1,0.24
6230,"Ghost Rider","PSP","Action",5,0.24
6231,"X-Men: Destiny","X360","Action",4.9,0.24
6234,"G.I. Joe: The Rise of Cobra","X360","Action",3.8,0.24
6241,"Spider-Man: Shattered Dimensions","Wii","Action",7.5,0.24
6242,"Afro Samurai","X360","Action",6.4,0.24
6244,"Grand Theft Auto","GBA","Action",7.1,0.24
6248,"South Park: Chef's Luv Shack","N64","Misc",5.4,0.24
6251,"Midway Arcade Treasures: Extended Play","PSP","Misc",5.6,0.24
6255,"Vexx","PS2","Platform",5.9,0.24
6256,"DK: King of Swing","GBA","Platform",7.1,0.24
6257,"Disney Epic Mickey 2: The Power of Two","WiiU","Platform",5.9,0.24
6259,"Dynasty Warriors 6 Empires","X360","Action",6.3,0.24
6261,"Prince of Persia: The Forgotten Sands","Wii","Action",7.5,0.24
6267,"Homefront","PC","Shooter",6.6,0.24
6270,"METRO 2033","PC","Shooter",7.5,0.24
6271,"Far Cry Instincts Predator","X360","Shooter",8,0.24
6273,"Call of Duty: Modern Warfare Remastered","XOne","Shooter",8.2,0.24
6276,"Singularity","PS3","Shooter",7.8,0.24
6277,"Resident Evil Archives: Resident Evil Zero","Wii","Action",5.8,0.24
6288,"7th Dragon III Code: VFD","3DS","Role-Playing",7.5,0.24
6289,"Disgaea: Afternoon of Darkness","PSP","Role-Playing",8.7,0.24
6290,"Divinity II: Ego Draconis","X360","Role-Playing",6,0.24
6295,"Harvest Moon: Another Wonderful Life","GC","Role-Playing",7.7,0.24
6296,"Tony Hawk's American Sk8land","GBA","Sports",6,0.24
6299,"Virtua Tennis 4","X360","Sports",6.5,0.24
6300,"Tiger Woods PGA Tour 10","PSP","Sports",8.1,0.24
6301,"FIFA World Cup Germany 2006","XB","Sports",7.8,0.24
6302,"Mega Man X Collection","PS2","Misc",7.5,0.24
6304,"Dreamcast Collection","X360","Misc",5.3,0.24
6308,"Darksiders II: Deathinitive Edition","PS4","Action-Adventure",7.5,0.24
6317,"MLB","PSP","Sports",8,0.24
6319,"Pure Futbol","PS3","Sports",4,0.24
6324,"NBA Live 10","PSP","Sports",5.9,0.24
6327,"Ready 2 Rumble Boxing: Round 2","N64","Fighting",6.9,0.24
6337,"The Adventures of Tintin: The Game","X360","Adventure",5,0.24
6344,"The Simpsons: Road Rage","GC","Racing",6,0.24
6347,"Classic NES Series: The Legend of Zelda","GBA","Adventure",8.4,0.24
6349,"Luminous Arc","DS","Role-Playing",6.8,0.24
6350,"Avalon Code","DS","Role-Playing",7.1,0.24
6352,"Shadow Hearts: Covenant","PS2","Role-Playing",8.1,0.24
6356,"Fuel","PS3","Racing",6.6,0.24
6360,"Harvest Moon: Magical Melody","GC","Simulation",8,0.24
6367,"Army Men: Air Combat","N64","Action",7.6,0.24
6368,"Paperboy","N64","Action",8,0.24
6373,"Dynasty Warriors 7","X360","Action",5.9,0.24
6374,"Command & Conquer 3: Kane's Wrath","X360","Strategy",7,0.24
6375,"Lunar: Silver Star Harmony","PSP","Role-Playing",7.9,0.24
6379,"Valhalla Knights","PSP","Role-Playing",5.2,0.24
6384,"Risen 2: Dark Waters","PS3","Role-Playing",5.5,0.23
6392,"Attack on Titan 2","NS","Action",7,0.23
6395,"DC Universe Online","PC","MMO",7,0.23
6396,".hack//G.U. Vol.2//Reminisce","PS2","Role-Playing",6.2,0.23
6397,"DiRT 4","XOne","Racing",9.2,0.23
6400,"Shaun White Snowboarding","DS","Sports",6.2,0.23
6401,"NHL FaceOff 2001","PS","Sports",7.2,0.23
6403,"Shinobi","3DS","Platform",7,0.23
6405,"Skylanders Imaginators","NS","Platform",6.9,0.23
6411,"Vancouver 2010 - The Official Video Game of the Olympic Winter Games","X360","Sports",5,0.23
6418,"Rune Factory: Tides of Destiny","PS3","Simulation",6.5,0.23
6423,"Colony Wars: Vengeance","PS","Simulation",8.6,0.23
6430,"SSX on Tour","PSP","Sports",8.2,0.23
6431,"Madden NFL 13","WiiU","Sports",7.2,0.23
6435,"All-Star Baseball 2001","N64","Sports",9.2,0.23
6438,"NCAA Football 09","PSP","Sports",6.5,0.23
6441,"Hot Shots Tennis: Get a Grip","PSP","Sports",8,0.23
6453,"Harry Potter and the Goblet of Fire","XB","Adventure",6.7,0.23
6456,"Sands of Destruction","DS","Role-Playing",6.5,0.23
6457,"Cross Edge","PS3","Role-Playing",5.4,0.23
6459,"The Lord of the Rings: Aragorn's Quest","Wii","Action",6.4,0.23
6463,"Star Wars Jedi Knight II: Jedi Outcast","GC","Shooter",7.1,0.23
6486,"AC/DC LIVE: Rock Band Track Pack","X360","Misc",6.7,0.23
6493,"Pinball Hall of Fame: The Gottlieb Collection","PSP","Misc",7.2,0.23
6496,"Barbie as The Island Princess","GBA","Adventure",5.5,0.23
6499,"Viva Pinata: Party Animals","X360","Misc",5.5,0.23
6511,"NBA 2K6","X360","Action",8,0.23
6513,"Dynasty Warriors: Strikeforce","X360","Action",7.3,0.23
6516,"WWE All Stars","3DS","Action",7,0.23
6528,"Virtua Fighter Kids","SAT","Fighting",6.6,0.23
6532,"Mortal Kombat: Armageddon","Wii","Fighting",6.8,0.23
6536,"Meteos","DS","Puzzle",8.8,0.23
6543,"F1 2014","X360","Racing",6.5,0.23
6547,"Starsky & Hutch","XB","Racing",6,0.23
6553,"Valhalla Knights 2","PSP","Role-Playing",5,0.23
6554,"Alundra","PS","Role-Playing",8.8,0.23
6555,"Lunar Knights","DS","Role-Playing",8.2,0.23
6556,"Ys Seven","PSP","Role-Playing",7.6,0.23
6558,"TrackMania: Build to Race","Wii","Racing",7,0.23
6561,"Me & My Katamari","PSP","Puzzle",7.2,0.23
6566,"Dragon Quest Builders: Revive Alefgard","NS","Role-Playing",8,0.22
6571,"F1 2016","XOne","Racing",8.8,0.22
6572,"MotoGP 09/10","PS3","Racing",7,0.22
6578,"TNA iMPACT!","PS2","Fighting",6.1,0.22
6579,"FaceBreaker K.O. Party","Wii","Fighting",6.7,0.22
6580,"Capcom vs. SNK","DC","Fighting",8.8,0.22
6587,"NFL 2K3","GC","Sports",9,0.22
6589,"NBA 06","PSP","Sports",7.2,0.22
6591,"UFC Personal Trainer: The Ultimate Fitness System","PS3","Sports",4.5,0.22
6592,"Petz Monkeyz House","DS","Simulation",5.5,0.22
6598,"Rugby 2004","PS2","Sports",5,0.22
6602,"NBA Street: Showdown","PSP","Sports",7.5,0.22
6605,"Return to PopoloCrois: A Story of Seasons Fairytale","3DS","Simulation",7,0.22
6609,"Over G Fighters","X360","Simulation",5.1,0.22
6611,"Life Is Strange: Before the Storm","PS4","Adventure",7.5,0.22
6612,"Last Window: The Secret of Cape West","DS","Adventure",7.3,0.22
6615,"Afrika","PS3","Adventure",6,0.22
6618,"Kartia: The Word of Fate","PS","Strategy",7.9,0.22
6620,"Galactic Wrestling: Featuring Ultimate Muscle","PS2","Fighting",7.3,0.22
6622,"Tropico 3","X360","Strategy",7.7,0.22
6628,"Britney's Dance Beat","GBA","Misc",6.3,0.22
6630,"Hamtaro: Ham-Ham Games","GBA","Sports",7.5,0.22
6641,"All-Star Baseball 2002","GC","Sports",6.5,0.22
6650,"Child of Eden","PS3","Shooter",7.7,0.22
6660,"Resident Evil: Revelations","WiiU","Shooter",7.5,0.22
6664,"Disney's Magical Quest Starring Mickey and Minnie","GBA","Action",6.1,0.22
6667,"Jackass the Game","PSP","Action",5.6,0.22
6672,"Transformers: Dark of the Moon","3DS","Action",3,0.22
6673,"From Russia With Love","GC","Action",7.3,0.22
6683,"G-Force","PS3","Action",7.4,0.22
6691,"Duel Masters: Kaijudo Showdown","GBA","Misc",5.8,0.22
6692,"Danny Phantom: The Ultimate Enemy","GBA","Action",7.5,0.22
6696,"Guitar Hero: Smash Hits","PS2","Misc",6.9,0.22
6700,"Spartan: Total Warrior","PS2","Action",7.2,0.22
6711,"G.I. Joe: The Rise of Cobra","Wii","Action",4.8,0.22
6712,"Code Name: S.T.E.A.M.","3DS","Strategy",8,0.22
6720,"Attack on Titan 2","PS4","Action",7.8,0.22
6723,"Deadly Creatures","Wii","Action",6.9,0.22
6725,"Super Lucky's Tale","XOne","Platform",6.5,0.22
6728,"Bust-A-Move 4","PS","Puzzle",7.8,0.22
6729,"Tetris Worlds","GC","Puzzle",4.6,0.22
6731,"NASCAR 2011: The Game","Wii","Racing",4.3,0.22
6735,"Star Wars: The Force Unleashed II","DS","Action",4,0.22
6736,"Magna Carta: Tears of Blood","PS2","Role-Playing",6.1,0.22
6738,"Luminous Arc 2","DS","Role-Playing",7.5,0.22
6739,"Ragnarok DS","DS","Role-Playing",7,0.22
6740,"Breath of Fire","GBA","Role-Playing",7.8,0.22
6743,"Hunted: The Demon's Forge","X360","Role-Playing",6,0.22
6745,"Skies of Arcadia Legends","GC","Role-Playing",8.6,0.22
6749,"NCAA Football 2003","GC","Sports",9.2,0.21
6751,"Radiant Historia: Perfect Chronology","3DS","Role-Playing",8.1,0.21
6754,"Cruis'n Exotica","N64","Racing",5.8,0.21
6758,"Tiger Woods PGA Tour","PSP","Sports",8,0.21
6774,"Bionicle","GC","Platform",4.8,0.21
6775,"Teenage Mutant Ninja Turtles: Smash-Up","PS2","Fighting",7.2,0.21
6776,"The Con","PSP","Fighting",6.8,0.21
6777,"Dragon Ball Z: Sagas","GC","Fighting",5.7,0.21
6778,"ClayFighter 63 1/3","N64","Fighting",3.1,0.21
6788,"Fallout 76","PC","Role-Playing",3.7,0.21
6793,"Vampire Rain","X360","Action",3.9,0.21
6802,"Fate/Extella: The Umbral Star","NS","Action",8,0.21
6803,"Frogger 3D","3DS","Action",7,0.21
6809,"You Don't Know Jack","Wii","Misc",8,0.21
6813,"Rayman Raving Rabbids","X360","Misc",6.4,0.21
6815,"You Don't Know Jack","X360","Misc",7.7,0.21
6818,"A Boy and His Blob","Wii","Platform",7.9,0.21
6821,"Age of Empires: Mythologies","DS","Strategy",8.2,0.21
6828,"Prison Break: The Conspiracy","X360","Adventure",3.3,0.21
6832,"Cursed Mountain","Wii","Adventure",6.3,0.21
6834,"Bugs Bunny & Taz: Time Busters","PS","Adventure",8,0.21
6839,"Dead to Rights: Retribution","X360","Shooter",5.7,0.21
6841,"de Blob 2","PS3","Platform",7.5,0.21
6847,"World Series of Poker","PSP","Misc",3.3,0.21
6850,"50 Cent: Blood on the Sand","X360","Shooter",7.3,0.21
6859,"Neo Contra","PS2","Shooter",6.9,0.21
6861,"BloodRayne","XB","Shooter",7.3,0.21
6865,"Prince of Persia: Revelations","PSP","Adventure",6.3,0.21
6869,"College Hoops 2K7","X360","Sports",7.9,0.21
6871,"Madden NFL 07","DS","Sports",6.9,0.21
